"","Category","Name","Reviewers_Name","Reviews","Review_Date","Rating"
"65","Movie","Nayakan","CinemaClown","A sprawling epic crafted with gusto & told with finesse, Mani Ratnam's Nayakan follows the journey of a man who takes a stand against injustice and becomes a messiah to the poor & impoverished, and captures his ascent to the top and the eventual downfall that always awaits men with too much power & influence.Brilliantly directed by Mani Ratnam, the film breathes authenticity in atmosphere with its era-appropriate backdrop, and aptly covers the constant struggle of poor against the powerful & corrupt. Ratnam is never in a hurry, letting several scenes play out in their entirety to paint a realistic portrait, and his direction is excellent throughout.The real show-stealer however is Kamal Haasan whose commanding performance brims with both formidable quality & emotional sincerity. The film never for once shies away from showing the moral dilemma he faces several times and the heavy toll he pays for taking the mafia road. And the notable actor articulates all that & more with exactness.On an overall scale, Nayakan remains one of Indian cinema's finest achievements and is still more than capable of surprising the newcomers. The customary songs & dance numbers do hamper the ride slightly but Mani Ratnam's controlled work behind the camera & Kamal Haasan's impressive act in front of it makes Nayakan a must-see for anyone venturing into India's filmmaking scene.","12 January 2020","9/10"
"66","Movie","Nayakan","kamalbeeee","When i watch this movie for firstime really i got stunned by ending of the movie..
After i had seen this movie lot of times...but i ever never get boring till now..that is magic of director..
A normal guy become gangster for saving tamil people in mumbai daravi area..
Mustcwatch movie..!!","22 May 2021","10/10"
"67","Movie","Nayakan","chennaimarina_12","this film is an out an out kamal hassan and Mani ratnam film, without Mani ratnam kamal would not have been able to display his magic, and without kamal, Mani would not have been able to show his magic. velu is a boy living in Tamil nadu. his father a labor leader is murdered by a ruthless police officer. velu decides to take revenge, and is supported by his friend, Sela(janagaraj). they both kill the police officer, and escape to Bombay, where they get shelter in a Muslim house hold. kamal naturally treats ""Abba"" the Muslim man, who is into smuggling. when he gets old he hands the small business to velu, who extracts more money for goods than his precede ever did. the rival parties get angry and pay bribe to a police man to get Abba killed. when velu gets to know this, he tracks down the police officer tactically. i must stop here to mention the marvellous sequence . great background score, Mani ratnam at his best, and kamal looking totally angry. he kills the police officer in front of everybody. the police officer though married used to molest women. the police came inquiring, but no one opened their mouth. from that day onwards velu became 'velu nayagan'. he became the ultimate don in Bombay, supporting the poor's cause, and going to any extent to fulfill it. he even got a poor child treatment in one of the best hospitals in Bombay for free. you must watch the movie, i can't spell its magic here, you have to watch it!","30 July 2006","10/10"
"68","Movie","Nayakan","santhosh-10290","Excellent Movie. Everybody acted very well in the movie. Songs and BGM in the movie were excellent. The movie somewhat lagged at 1st half. The movie was so interesting at 2nd half. This movie had one of the Best Performance of Kamal Haasan. This movie is one of the Best Movie of Kamal Haasan and Mani Ratnam.","15 July 2019","9/10"
"69","Movie","Nayakan","mailmesudhakars","This is pride of tamil cinema, one of the precious stone of Kamal crown.","24 February 2019","10/10"
"70","Movie","Nayakan","ahamedmn","Pride of INDIAN CINEMA.KAMAL'S PERFORMANCE
ILAYARAJA'S ASTONISHING MUSIC
P. C. SREERAM'S VISUAL
MANI RATNAM'S MAGIC
Best Dialogues.","2 August 2021","8/10"
"71","Movie","Nayakan","monty_lnct","It took me a long period to find me a DVD of nayakan in market,but due to my willingness, i managed to buy one from bangalore.it is a great cinema from mani ratnam,there is no doubt he is the best director of Indian film industry.he directed scenes of slums very perfectly. scene of the hospital,scene of son's funeral,scene when he visit at his daughter's house and scene when velu's daughter argue with him was very intense and powerful.superb script with very powerful and meaningful dialouges and have all the essence of an traditional Indian movie.script is original and not inspired by Godfather(as many people think),only one or two scenes have some influence of Godfather.But we can say that this movie is our answer to Hollywood.Kamal Hasal was excellent and was the perfect one for the role.there is also no doubt that he is among the greatest actors of Indian film industry.He is a perfectionist and no one can act as he can.he can bring emotions and deliver dialouge without any efforts.music also added a great feel to movie,the theme song of movie is very touching.instead of only few flaws this movie is perfect and a gem of Indian cinema,easily the best crime saga and most violent and realistic crime drama of our industry.won national award for best actor and movie, and was the entry for Oscar that time.worth watching and to be remembered by all.i give this movie 9/10","3 February 2010","9/10"
"72","Movie","Nayakan","karthikvselvaraj","Inspired by the true life story of Mumbai's Tamil don, Varadaraja Mudaliar, the movie 'Nayakan' portrays it so vividly and realistically of how the real-time character known popularly as 'Varadha Bhai' fled Tuticorin(Tamil Nadu) to seek his future in Mumbai. He came to be known as one of the godfathers of modern gangsterdom. Some other prominent names during his period were Karim Lala, etc. The days he spent fighting Shiv Sena leader Bal Thackeray who tried to run the Tamils out of Mumbai are golden days in history. Probably, the respect and influence Varadaraj Mudaliar had among the public inspired people like Dawood Ibrahim and others to take to such businesses. Mani Ratnam deserves full credit for the subject and screenplay. Kamal Hassan at the best of his career at an age of 32 playing the character of a 60-year-old man so perfectly with utmost ease.","5 October 2005",NA
"73","Movie","Nayakan","Vivekmaru45","I am very privileged to write this review for my hero, actor Kamal Hassan. I have seen most of his well known films: Sadma, Ek Duje Ke Liye, Saagar, Appu Raja, Hindustani, Puspak (a.k.a. The Love Chariot 1988), Chachi 420.I adore all the above films of his. You can collect of the above movies and it will be a good collection to start with.This film written and directed by Mani Ratnan, got rave reviews across India. Kamal Hassan's performance in this film earned him a Best Actor award. Maniratnam earned accolades from all over India and became popular overnight.The film also earned National Award for Best Cinematography and Best Art Direction.Nayagan (which means 'Hero' or 'Leader') is based on the real-life Bombay underworld don Varada or Varadarajan Mudaliar, and sympathetically depicts the struggle of South Indians living in Bombay (now Mumbai). The lead character is played by Kamal Haasan, and the film also stars Saranya, Karthika, Nassar, Delhi Ganesh and Janagaraj. The soundtrack of the film was composed by Ilaiyaraaja.The film was nominated by India as its entry for the Best Foreign Language Film for the Academy Awards in 1987. In 2005, Time Magazine included Nayagan in its ""All-Time 100 Best Films"" list.[1] The film was remade in Hindi as Dayavan in 1988, with Vinod Khanna playing the part of Saktivelu and with Feroz Khan and Madhuri Dixit playing the roles of Selvam and Neela. A dubbed version of the film was released as Velu Nayakan in 1999.Plot: Sakthivelu Nayakar (Kamal Hassan), the protagonist, is born to an anti-government union leader. The child, Velu, is tricked by the police into locating his father, and then witnesses his father's death in a police shootout. Then after doing the final rites for his father, he kills the person who was the cause for his father's death. Orphaned, he escapes to Bombay.Stranded and homeless in the big city, he is rescued by a kind-hearted Muslim fisherman who takes him into his home in the sprawling suburban slums of Dharavi. His foster-father is also a small-time smuggler known for his generosity in the slum. Upon his running afoul of a senior crime lord, the corrupt local police officer Inspector Kelkar arrests the fisherman on smuggling charges, and is later murdered. Velu Naiker, now a young man who has come into his own, goes in search of the officer and bludgeons him to death.With this act, he is seen at once a saviour and a man to be feared amongst the slum residents. As their godfather and protector, he flourishes by resuming his dead foster-father's local smuggling activities. He marries a destitute school-girl-turned-prostitute (Saranya) and has two children. Conflicts and power struggles occur in the competitive web of the smuggling world, in which Velu's wife becomes a casualty. Velu's kids are sent away to Chennai as a result and return years later to their father's home, as young adults.The son, Surya (Nizhalgal Ravi), is eager to join his father in his activities, despite his father's reluctance. For his first real test, he is required to eliminate a potential witness against his father; he does this by hiring outside thugs. They succeed in eliminating the witness, but their failure to cover their tracks leads police to him at a petrol bunk and an accident costs him his life. Velu is heartbroken. Velu's daughter (Karthika) is at odds with her father over his form of justice and killings. To this he replies Ellariyum nerutha solu, appuram naan neruthuran. The death of her brother was the last straw for her and she cuts off her relationship with her father and leaves him.A newly appointed Assistant Police Commissioner (Nassar) starts afresh the hunt to bring Velu Nayakar to justice over his alleged activities and manages to secure an arrest warrant. This Commissioner is unknowingly Velu's son-in-law, as his daughter had secretly married him. After continued pursuit resulting in the beatings by police and self-immolation of slum dwellers, Velu surrenders to the police to spare the lives of the residents of his slum. He is tried in court but is released due to the lack of adequate evidence for his alleged nefarious activities. A supportive and emotional crowd gathers at the courthouse, awaiting Velu's release. Velu emerges to greet the tumultuous crowd but unexpectedly gets shot by Inspector Kelkar's retarded son, whom Velu had adopted, after he learns that Velu had killed his father long ago.The film has some very emotional moments: when Velu's wife his shot and he covers his children's eyes with her scarf, which eventually slips from his hands. When Velu visits his daughter's house for the very first time and is not allowed see his grandson. And towards the end when he learns that his daughter has given her son his own name. He wants to give his grandson some money as a gift to him, he reaches into his pocket and finds none. The final scene in the movie shows Velu dead lying on the same street in which he fought for the people and which he grew up on. I broke down crying when I saw that scene.Buy this great film on DVD, and watch it with your family and friends.GOD BLESS KAMAL HASSAN.Write to me Vivekmaru45@yahoo.com if you are a Kamal Hassan fan like me and we can chat about his films.Thanks for reading.","10 December 2010",NA
"74","Movie","Nayakan","peanutz454","I have lived most of my life in North India watching both Bollywood and Hollywood cinema. The first Tamil movie I saw was Roja (dubbed in Hindi) by director Mani Ratnam. The director's class was apart from any other Indian director. Clearly Ratnam was able to mix two genres of Indian Cinema that are the opposite ends of each other. Roja was both Art and Commercial (some would say neither.) I saw two more Ratnam movies and a lot of other Tamil movies before I saw Ratnam's Nayakan.Before I saw it, Nayakan was the kind of movie you hear people talk about with a certain air of sophistry. My Tamil friends showed me a lot of Tamil movies and then we would judge them. Mostly they tried to convince me the movie I just saw was good even though according to me it was not by any standard. I was beginning to feel Tamil cinema is about as bad as Hindi cinema. Hindi Cinema at least had a golden period; Tamil movies seemed to get worse as you went back in time. I blamed it on my lack of understanding of both Tamil language and Tamil culture. Ratnam I was starting to believe was a Hindi director.Nayakan was the first Mani Ratnam movie I saw in Tamil (subtitles.) By the end I was convinced that Nayakan is probably the best Tamil movie I have ever seen. It is impossible not to notice how much this movie is inspired from Godfather. The theme is similar, the movie follows the life of Velunayakan as he rises on to become an influential smuggler and fighter of people's cause in the slums of Dharavi (Bombay.) Nayakan is Indian version of Godfather both in its setting and its message (emphasis on Indianess). Though I am told that it is based on someone's real life. So mostly Ratnam is paying homage to The Godfather. Nayakan suffers from the cheesiness of most Indian movies, it suffers from what is called the item number - the rain dance, featuring a supposedly sexy dancer. How someone does anything but laugh at a dancing obese woman is only for Tamil movie buffs to explain. Since they explained it to me I will explain it here: the context that this mediocrity should be seen in is this - Tamil audience wants everything from a movie action, laughter, morality, and sex - but not really, sex is taboo. So they end up tantalizing themselves with glimpses of it in a dance. But as soon as you fast forward through this one song, Nayakan comes back to showing its strength again - and this time with a vengeance. What I saw of Nayakan in the first half was an average movie, if only you sit through till the end do you realize how strong the movie is. The direction the acting and the story all begin to mature in the second half of the movie.Nayakan is a very Indian movie and that too very Tamil. If you have never seen a Tamil movie you will not be able to appreciate Nayakan in one viewing. What will stand out will be the differences from the kind of movie you have seen. Those differences will over shadow the qualities that Nayakan has.I have said a lot of things about Tamil movies that paints a shoddy picture of Tamil cinema. But my views may suffer from a skew introduced by the small sample size. There probably are many good Tamil movies that I have not seen.**By the way, Nayakan was in Time Magazine's list of 100 best movies. May 2005 Issue I think.**","30 June 2005",NA
"75","Movie","Nayakan","Amyth47","My Rating : 9/10This is a 1987 Indian Tamil-language gangster film and undoubtedly the best from this part of the world. It's based upon Mario Puzo's The Godfather and it is one beautifully sad and haunting piece of cinema.Highly recommended!","7 December 2018",NA
"76","Movie","777 Charlie","suzi-manh","Amazing performance from Charlie and Rakshith. Charlie has done so well sometimes we forget it's a dog. Great effort from director. Very strong and emotional storyline. 1st half is full on comedy. We won't get another dog movie for next 10 years. Pls do watch and be prepared to cry last 30 min. All the characters have done justice. Music is great and it keeps you hooked. Cinematography is top notch. Kashmir scenes are shot very well.","10 June 2022","10/10"
"77","Movie","777 Charlie","sherlockholmes99","It is an outstanding movie of international standards with no language barrier. Superb direction,acting,music and photography. It has strong theme & message to society.Must watch with your family. I'm sure you would love your pet after waching this movieMy rating 10/10.","10 June 2022","10/10"
"78","Movie","777 Charlie","abhishekshatry","777Charlie 4.25/5. An emotional epic.. DON'T MISS THIS, at any cost!Whether you are a pet lover or not, you'll be moved to tears. Extraordinary roadtrip journey in the 2nd half with #Dharma & #Charlie. Superb making & grt audience connect.@rakshitshetty.","10 June 2022","9/10"
"79","Movie","777 Charlie","kunallbagchi","Heart Touching Story with class actors. One of the greatest movie seen in a while. Rakshit Shetty's best acting till date.Supporting roles are great to hold the movie. Charlie steals the show, highly trained and superb trained.","10 June 2022","10/10"
"80","Movie","777 Charlie","arjunshedge","This was so far the best dog film ever made in the world....kudos to rakshit,Sangeetha,Raj,sharvari,Bobby and offcourse the unforgettable Charlie.I laughed,offcourse cried more than i laughed...emotional roller coaster ride with all those teary eyes moments...Charlie's cuteness has no limitations....overall best of the best...","10 June 2022","10/10"
"81","Movie","777 Charlie","shyamkrishnanrkammath","If They Have Hachi, Then We Have Charlie 🐕
Life Time Theatrical Experience 👌
🐶😘
Movie Lovers Do Watch In Theater.Pet Lovers Must Watch In Theater.No One Can Leave The Theater Without Wet Eyes..","11 June 2022","10/10"
"82","Movie","777 Charlie","abhishekmalli","BEST EMOTIONAL MOVIE FOR MEUndoubtedly, Charlie is the frontrunner in making one watch the film. The story is simple and even predictable sometimes, but Charlie makes it beautiful with its lovely performance, especially in emotional scenes. Besides, Rakshit Shetty justifies his role.","10 June 2022","9/10"
"83","Movie","777 Charlie","samxxxul","No wonder they say that man's best friend is a dog. There has been many movies made about self discovery, finding oneself and this is one of the best in that list. Here our Protagonist Dharma (Rakshit Shetty) is the kinda guy who'd be hated by kids and families in the neighbourhood. But he is also the kinda guy who values his solitude with anxiety simmering below the surface. His seemingly normal life of is suddenly unsettled, the constant ringing of his door bells, presence of people, all for the uninvited guest, our snow loving Charlie. It's only when he reintegrates with his surrounding which leads to a beautiful, affectionate, touching film, a journey that touches on topics of life, pet adoption, overcoming anxiety, and most importantly love. Firstly, many will be familiar with the key concept of the film and it be no longer surprising but trust me you will be proven wrong.From choo choo to naming Charlie after the great Chaplin, there are a lot of such touching moments in the film and i'm sure it will be very hard to hold back tears while watching. At the same time, the picture is a wonderful sketch of the soul of an ordinary Dharma and Charlie's last wish as they both find love, including a new addition to the family.To conclude ""777 Charlie"" is good movie with very little flaws, also it is cleverly constructed love story, where the emotions are truly at heart and it perfectly sums up ""The tale of Dharmaraj in Kaliyug."" I went to the film and knew that I would enjoy it and with a brilliant cast and a cute dog, which is impossible not to love. I strongly recommend to stop looking for similarities with other movies that shares the same theme and enjoy this wholesome journey.","10 June 2022","7/10"
"84","Movie","777 Charlie","sumanth-05484","Emotional Rollercoaster.One of the best Performance By Rakshit Shetty.Great Direction by Kiran Raj.Raj B Shetty as Veterinarian Doctor Ashwin Kumar is Completely funny.Music is Very Good.If you are a Dog lover then it is Must Watch.Please take Tissues Or Kerchief While going to watch this movie.I have cried non stop in many parts of the movie 😭 .Most Recommended movie for Dog Lovers and also for others.","11 June 2022","10/10"
"85","Movie","777 Charlie","vijaykumarpatil-55621","Great acting, screenplay, direction... Lotss of love...
I was literally crying from 1st scene to last scene.One must watch this movie with family to understand the meaning relationship. Too good.Hats off to Rakshit, KiranRaj and charlie.Paisaa vasool ho gaya.. Must watch movie..You can feel the emotions of Charlie and Rakshit shetty in the theatre..","10 June 2022","10/10"
"86","Movie","777 Charlie","davdamanthan","""If you are lucky, a dog will come into your life"", Movie revolves around this proverb.It's a story of a introvert drunk Dharamraj whose life changes once Charlie the Lab walks into his life. Direction is terrific and Rakshit Shetty performance is top notch.Must watch movie if you are dog lover.","18 June 2022","10/10"
"87","Movie","777 Charlie","hachar","Easily the best Kannada movie of the last 12 months. Great acting and screenplay. The story made me emotional quick.To those who have had pets, - please watch this movie with tissue paper in hand LOL. I can guarantee you no matter how stone hearted you may be, this movie is bound to melt your heart.And Rakshit Shetty - Please, for your next movies, we need funnier story lines. Do comedy or thrillers instead of making us drown in tears because of an emotional roller coaster such as this one haha.","10 June 2022","10/10"
"88","Movie","777 Charlie","manjunathvenkatram","Whether you are pet lover or not, this movie transforms the way you look at a pet. Must watch movie. We spend 1000's of rupees in watching action films, what we get is just entertainment which we forget the moment we watch such movies. Spend few hundred rupees and watch and support such films which will transform your thinking towards pets and animals forever.Don't think films only for entertainment, such films transform your thinking towards pets and their unconditional love for their parents/keepers. Today our own children won't love so much as our pets. We have to learn from pets what un-conditional love is.Watch such movies and support such films,
Films are not for not just for entertainment. Such films transform humanity.","10 June 2022","10/10"
"89","Movie","777 Charlie","gurvinsidhu","I went with zero expectation and end up crying due to the story attachment with audience easily connects and really roll tears from your eyes. For the first time in Indian Cinema that animal has wonderful acting and love towards Dharma. I truly recommend this story to people.","12 June 2022","10/10"
"90","Movie","777 Charlie","harshithnadig","This is a emotional Movie and every moment it has happiness, emotional moments and a lot of us can see our life here as some us are pet owners too and we can feel the pain and we know if we are lucky a dog can change our life too.","10 June 2022","10/10"
"91","Movie","777 Charlie","best-review","Good story, Good screenplay.Well made film.All actors did good.Rakshit and the Dog over did each other.Director convinced and conveyed everything perfectly.Worth watching.","10 June 2022","8/10"
"92","Movie","777 Charlie","arungeorge13","777 Charlie is packed with all tropes of a light-hearted dog movie, including a tear-jerker climax. The first half is certainly more engaging as we wonder how an emotionless loner taps into his inner self and connects with a stray Labrador pup (the adorable Charlie), making him a more expressive-but-composed human being. These bits are also laced with situational humor and a sparkling Raj B Shetty extended cameo - a complete 180 from his vicious turn in Garuda Gamana Vrishabha Vahana. While the bond between Charlie and Dharma is charming and full of warmth, it also moves into predictable territory in the second half. The dog competition parts did not feel essential to the plot whatsoever, and watered down the emotional core to some extent.The foreseeable finale is also stretched beyond all measure, especially since you've been readily waiting with a box of tissues for a good while. The writing in 777 Charlie also comes from a hardcore pet lover's perspective, and therefore, while the emotions hit sufficiently hard, there's only so many times you can go aww whenever Charlie spontaneously hugs Dharma. I did relish the texture attributed to Dharma (it's shown that he lost his family while he was still a child) and therefore, the journey he takes in the second half with Charlie makes sense as he never got to do something like that (with a loved one) before.","29 July 2022","6/10"
"93","Movie","777 Charlie","nitsvirusboyz","Rakshit Shetty is a gem of Sandalwood. After delivering critically acclaimed films like Ulidavaru Kandanthe, Godhi Banna Sadharana Mykattu, Kirik Party, and Avane Srimannarayana, Rakshit Shetty is back with another outstanding film.777 Charlie is a treat for dog lovers and those who are not connected to pets will definitely start liking them after watching this film. The makers have successfully delivered an endearing and wonderful film. The film has stood up to all the expectations of the audience. The writing of the film is flawless, the emotional roller coaster ride gives you the perfect blend of emotions and drama.Rakshit Shetty has again given an impressive performance and he never disappoints his fans. His bonding with Charlie is a delight to watch. The female labrador Charlie's acts and her eyes will surely melt your heart. The cameos by Danish Sait and Bobby Simha will be loved by the viewers. Raj B. Shetty, Sangeetha Sringeri, and other supporting actors were fine in their roles.This is indeed A Tale of Dharmaraj in Kaliyug, which has been inspired by Dharmaraya's character of the Mahabharata where he reaches heaven alone and a dog follows him and he ensures the dog will go to heaven. The score and soundtrack of the film composed by Nobin Paul are refreshing. The direction, cinematography, editing, and screenplay, everything was perfect in the film.The movies like 777 Charlie come so rarely in our Indian film industry. It is undoubtedly a worth-watching tale of human-dog relationships.Movie Rating:
Direction 4/5
Acting 4/5
Dialogues 3.5/5
Story 4.5/5
Screenplay 4/5.","10 June 2022","8/10"
"94","Movie","777 Charlie","pushprajshetty","Suberb.. Must watch movie. Absolutely amazing performances I hv no words to describe, It's not just a movie it's an emotion and bonding with Charlie, Hats of you team and Rakshit Shetty.","10 June 2022","10/10"
"95","Movie","777 Charlie","manish41711","Movie started strong. Guy doesn't care much for others. The way he was almost forced to take care of the dog was nicely done. But latter part of the plot had some cringe acting. Specially the dog show part. How did he manage to jump so high? Just because? The Punjabi judge berating him felt really contrived and fake. And the forced placement of foreigners acting so surprised? Lol. The premise of taking the dog to enjoy in the snow? That part was also weird. How did he know that was all the dog wanted to do? All in all a good watch but I had higher hopes for the climax. The latter part of the movie felt flat.","16 December 2022","5/10"
"96","Movie","777 Charlie","arjuncshekartheofficial","I loved this movie from the core, the emotional roller coaster with perfect blending of Comedy. Rakshith Shetty and Charlie the Labrador Retriever dog steals the show, Raj B Shetty, Bobby Simha, Sangeetha Sringeri Justified their roles. BGM is excellent.","11 June 2022","10/10"
"97","Movie","777 Charlie","sudhakaranakhilan","The Man-Animal relationship is something an important topic or subject for filmmakers because it is easy to build up so many emotional elements into it. Just remember the movies like Hatchi: A Dog's tale, A dog's purpose, etc we can find that kind of technique which makes the audience swirl into the depth of emotion even though the situation of pouring tears. I also belong to that category and shed tears while I finished Hatchi. 777 Charlie is similar to it, which leaves us from the theatre with wet eyes. Simply, the story of the movie relies on the relationship between Dharma (the protagonist) and Charlie (the other protagonist) with some top-notching emotional add-ups. How 'Keaton turned Charlie' came into the life of Dharma, who leads an untidy, lonely life, and how the influence of Charlie reshaped and revolve around his life, etc, are the main things that the movie discusses. Hats off to the wonderful performance of Charlie. He is the 'man (animal)' who stole everyone's heart. Along with Charlie, Rakshit Shetty also did his part brilliantly. Kiranraj, the director of the movie shaped everything from his own personal experience (he said so in an interview) and we can see the wholeness of the director in the film. He indirectly reflects his love for the legendary filmmaker Charlie Chaplin through he assigned that name to the protagonist. And also there is a slight director brilliance too in the movie where he named Keaton first to Charlie reflecting his love towards another filmmaker Buster Keaton. Directly or indirectly he just reveals his passion and admiration for the legends, both are comedians in the public domain but more than that when compared to their contribution to the film field. And I also noticed something in the film which looks comical in its aspect and that is the quote written on the waste bin near Dharma's house, the quote states that 'One man's trash is another man's treasure' and that quote remembers me another one that I heard on a film which also hit the theatres recently and that is 'One man's terrorism is another man's revolution. It was from Lokesh Kanagaraj's movie Vikram. Anyway, that remark was only for my satisfaction. Come back to the movie 777 Charlie, it is a beautifully executed saga of a Man and his pet.","12 June 2022","7/10"
"98","Movie","777 Charlie","goldy-myindia","Very few movies exist which can be interpretted in multiple ways and can be correlated to your life. Its always a challege for actors to convey their feeling and emotions in front of the camera which looks like real and not reel. Rakshith Shetty very well succeded in that. The director and team have done an excellent work to achive this. Nobody should miss watching this movie.","10 June 2022","10/10"
"99","Movie","777 Charlie","shovonbhattacharjee","Firstly, the storyline of this movie is just amazing, and the acting is just superb. In explanation, They have created an emotional story that touches everyone's heart. Overall, a very good movie, and the best one of all.","30 June 2022","10/10"
"100","Movie","777 Charlie","skillsharecourses","MUST-WATCH Movie... Don't miss this. Brilliant Directing, Acting, everything. Great references. Good Lessons. Only one negative point i.e. Predictable Backstory but later on the same story engages and makes you emotionally connected to Dharma(RS)","10 June 2022","10/10"
"101","Movie","Gol Maal","Peter_Young","Hrishikesh Mukherjee directs another comedy movie involving simple middle-class people and presents it through their everyday struggle. The entire picture is simple, authentic and fun. The concept of a young guy who would go to any extent to not lose his job is very interesting, and Mukherjee handles it with great success. Gol Maal is a comedy of errors and it's wonderfully developed and narrated. It's not a complex story, but it's not a silly one either, and the simplicity works in its favour. The film benefits from its genuinely lifelike sets and costumes, its script, and its proceedings, which grow from humorous to amusing to suspenseful to hilarious. It gets funnier and funnier as it goes along, as the conflict gets more complicated, the obstacles are doubled, and the irony grows. But the movie also has soul, and that's one of its high-points. The characters are colourful and memorable, but they also have depth which makes them easy to identify with. The relationships are also very impressively portrayed and it's nice to see how united families and relatives can be and how they care for each other and help each other in times of need.Gol Maal is very well cast, and for me, there are three actors who totally nail their parts: Amol Palekar, Utpal Dutt and Dina Pathak. Palekar is excellent in the role of a simpleton who is forced to live a double life in order to save his job. He displays the differences between the two roles his character has to play brilliantly, with just subtle change in body language and a few nuances here and there. Dutt is hilarious, skillfully creating a memorable persona of a strict boss with a soft heart. His is the funniest performance in the film. Dina Pathak, one of Hindi cinema's greatest character actresses, is awesome as she is in all the films I've seen her in. She comes across as a vivacious, fun-loving and kind woman and, like Palekar, wonderfully plays her 'two' roles. Among the supporting cast, David stands out and is as always likable as the kind uncle. The film also has fantastic music by maestro R.D. Burman. ""Aane Wala Pal"" is my favourite number, and it is performed to perfection by the great Kishore Kumar. Gol Maal is overall a lighthearted and heartwarming comedy but it has the power to captivate, and it can always provide a fun watch for the entire family.","23 September 2011","8/10"
"102","Movie","Gol Maal","mishu_mausam","If you like comedies (and everyone of us does) don't miss this. Hrishikesh Mukherjee was always brilliant, but in this he is exceptional. Amol Palekar and Utpal Dutt are great as ever. This movie is so (don't know what to say) that one can't stop laughing throughout it. If you haven't seen this you are missing something.","18 February 2002","10/10"
"103","Movie","Gol Maal","simplyabhi2007","A must Recommend movie for all generation of people. The situations of the movie are so comic that it does not matter who is actor,one has to enjoy the movie.Truly Great. A must watch movie. I would suggest every body to go and watch this movie. Every character was so amazingly suits the different characters. I see it as a lifetime achievement for all those who were a part of it,not intending to undermine their other accomplishments.The photography,art direction and production of the movie sets it apart from other movies of its era and at the same time puts it right up there on a different level.undoubtedly, one of the finest examples of film-making.This film is an absolutely original, Indian story, and does not owe anything to the west.Every aspect of the film is top-notch.10/10.","5 July 2009","10/10"
"104","Movie","Gol Maal","madan_lmg","This classic 70's flick is regarded by many as undoubtedly the greatest Bollywood comedy movie of all times. Utpal Dutt is mostly remembered for his role as a strict boss and a person who holds the qualities of the Raj era to his heart, and in the process creating a generation gap between himself and the entire world. The ""Double Role"" played by the next door boy Amol Palekar in order to cover his real colors in front of his boss and his girlfriend makes a riot of a script such that you will remember for a long time. R D Burman's ""Golmaal"" and Kishore Kumar's ""Aane Waala Pal"" are songs that render the heart with unsurpassed happiness and sorrow. All this has made this movie the greatest Hindi comedy flick of all times. A must watch movie!","9 March 2009","10/10"
"105","Movie","Gol Maal","shailu_nonstop","One of the best comedies of all time in Hindi cinema. Gone are the days when comedy used to be clean and without loud expressions or stupid facial gestures. Golmaal comes out to be one of the favorite comedies of all times. As an adamant businessman, Utpal Dutt excels in his performance. This is probably his best role in Hindi movies. Amol Palekar outrightly describes that why he is renowned as an actor of extraordinary caliber. The supporting cast viz. Deven Verma, Dina Pathak and David have added pinch of flavor to the outcome. Keshto and Om Prakash have done well in a small cameo. Salute to the great director, Hrishikesh Mukherjee who has given loads of humor with excellent movies viz. Chupke Chupke and Anand. Golmaal is the best and will be ever remembered for it's hummable number like ""Aanewala Pal"". Truly Outstanding!!!","7 September 2005","10/10"
"106","Movie","Gol Maal","udita_mittal","This has got to be one of the best movies I have, and will ever, see. It's comedy at its best.The casting is superb, with Amul Palekar, Dina Pathak, Utpal Dutt, Manju Singh, and of course, a whole lot of special appearances.The story is quite ridiculous at times, but the acting and music more than makes up for it. Some of the sequences such as Ramprasad's interview with Utpal Dutt and the scene where Dina Pathack comes into their house through the window, are out of this world. It makes me wonder, what ever happened to good Indian comedies?? The story resolves quite nicely, and all well that ends well. Basically, a thoroughly enjoyable film.","3 August 2006","9/10"
"107","Movie","Gol Maal","abhishekroy","This movie is one of the best movies that Hrishikesh Mukherjee gave. A must see for everybody. I don't have words to express how much I like this movie. And I am yet to meet a person who did not like it. Too good.","6 January 2003","10/10"
"108","Movie","Gol Maal","Chrysanthepop","Well first thing's first. If you liked 'Chupke Chupke' (another comedy of error by Mr. Mukherjee) then you'll almost certainly enjoy 'Gol Maal'. Mukherjee does what he's very specialized in doing: telling the simple story of the common man and this time again he does it with comedy. The film opens with the hilarious title song and the story slightly falls on the same line of Mukherjee's 'Chupke Chupke' but the humour and the actors make the moments their own and 'Gol Maal' is very much its own film. Amol Palekar as the simpleton who is 'forced' to live a double life, Utpal Dutt as the opinionated boss and Dina Pathak as the vivacious mother/aunt create a wonderful comic team. Lending support are Manju Singh as the happy-go-lucky sister, Deven Verma as...himself and a cute Bindiya Goswami as the love interest. One will notice several cameos by stars like Rekha, Amitabh Bachchan etc. 'Gol Maal' presents several situations of confusion, suspense, and drama - all of it with a touch of comedy. The only thing that slightly irritated me was the poor cinematography as the camera was a little too shaky at times. I was watching it really late at night (a time during which most normal people have already entered REM sleep) and couldn't stop laughing. I think it would have been a lot more entertaining had I watched it with my parents (as was the case with 'Chupke Chupke'). Perhaps thats because there's the additional comedy of watching them laugh out loud.","15 February 2008","8/10"
